id,name,price,img_url,color,category,description
544,Kettle Corn Popcorn,2.99,http://dummyimage.com/190x100.png/cc0000/ffffff,Pink,Food - Snacks,"Sweet and salty kettle corn, perfect for snacking."
545,Portable Phone Charger,29.99,http://dummyimage.com/201x100.png/ff4444/ffffff,Purple,Accessories,High-capacity power bank for charging devices on the go.
546,Gardening Fairy Figurines,14.99,http://dummyimage.com/222x100.png/5fa2dd/ffffff,Teal,Garden,Cute fairy figurines to decorate your garden or potted plants.
547,Sweet Potato and Chickpea Bowl,6.49,http://dummyimage.com/248x100.png/dddddd/000000,Turquoise,Food - Frozen Food,A nourishing bowl of sweet potatoes and chickpeas with spices.
548,Voice-Controlled Speaker,99.99,http://dummyimage.com/151x100.png/ff4444/ffffff,Maroon,Audio,Smart speaker with Alexa and music streaming features.
549,Protein Pancake Mix,3.99,http://dummyimage.com/159x100.png/ff4444/ffffff,Purple,Food - Breakfast,A protein-packed pancake mix for a nutritious breakfast.
550,Sweet Pea Hummus,4.29,http://dummyimage.com/192x100.png/dddddd/000000,Puce,Food - Dips,Creamy hummus made with sweet peas and tahini.
551,Beef Chili,4.5,http://dummyimage.com/209x100.png/5fa2dd/ffffff,Red,Food - Canned Goods,"Hearty beef chili, ready to heat and eat."
552,Multi-Function Smartphone Holder,12.99,http://dummyimage.com/197x100.png/5fa2dd/ffffff,Red,Electronics,"Versatile holder that can be used on desks, cars, and more."
553,Luxury Rolling Makeup Case,99.99,http://dummyimage.com/106x100.png/dddddd/000000,Violet,Beauty,Stylish and spacious case for makeup and beauty products.
554,Mango Chili Salsa,4.29,http://dummyimage.com/186x100.png/dddddd/000000,Fuscia,Food - Condiments,"A sweet and spicy salsa made with mangoes and a hint of chili, great with chips or grilled chicken."
555,Cocoa Powder,3.99,http://dummyimage.com/168x100.png/ff4444/ffffff,Purple,Food - Baking,Rich cocoa powder for baking and chocolate recipes.
556,Fitness Jump Rope,15.99,http://dummyimage.com/173x100.png/5fa2dd/ffffff,Goldenrod,Fitness,Durable jump rope for cardio workouts.
557,Ice Cream Maker,79.99,http://dummyimage.com/139x100.png/cc0000/ffffff,Teal,Kitchen,Homemade ice cream maker for delicious desserts.
558,Decorative LED Neon Sign,45.99,http://dummyimage.com/170x100.png/cc0000/ffffff,Fuscia,Home,"Bright, vibrant sign to add flair to any space."
559,Blue Denim Jeans,49.99,http://dummyimage.com/209x100.png/cc0000/ffffff,Crimson,Clothing - Bottoms,Classic fit blue jeans with a slight stretch for comfort and durability.
560,Silicone Baking Cups,10.99,http://dummyimage.com/187x100.png/5fa2dd/ffffff,Goldenrod,Kitchen,Set of reusable baking cups for muffins and cupcakes.
561,Garden Kneeler and Seat,39.99,http://dummyimage.com/128x100.png/ff4444/ffffff,Fuscia,Garden,Convertible kneeler and seat for gardening comfort.
562,Pet Leash,15.99,http://dummyimage.com/179x100.png/ff4444/ffffff,Mauv,Pets,Durable pet leash with comfortable handle.
563,Drone,249.99,http://dummyimage.com/131x100.png/cc0000/ffffff,Mauv,Electronics,Beginner-friendly drone with HD camera.
564,Whole Grain Hamburger Buns,2.69,http://dummyimage.com/152x100.png/cc0000/ffffff,Red,Food - Bakery,Soft hamburger buns made with whole grains.
565,Rechargeable Battery Organizer,17.99,http://dummyimage.com/186x100.png/dddddd/000000,Green,Home,Tidy storage solution for rechargeable batteries.
566,Lemon Zest Olive Oil,8.99,http://dummyimage.com/142x100.png/cc0000/ffffff,Khaki,Food - Oils & Vinegars,High-quality olive oil infused with fresh lemon zest.
567,Whisk Set,12.99,http://dummyimage.com/240x100.png/ff4444/ffffff,Crimson,Kitchen,Set of whisks in various sizes for cooking.
568,Cinnamon Sugar Mix,1.49,http://dummyimage.com/202x100.png/dddddd/000000,Orange,Food - Baking,Sweet mixture of cinnamon and sugar for sprinkling.
569,Pleated Midi Dress,79.99,http://dummyimage.com/205x100.png/cc0000/ffffff,Violet,Clothing - Dresses,"A stylish midi dress with stylish pleats, suitable for any occasion."
570,Foot Spa Bath Massager,59.99,http://dummyimage.com/102x100.png/ff4444/ffffff,Red,Health,Relax and soothe tired feet with this foot spa.
571,Magnetic Spice Containers,24.99,http://dummyimage.com/214x100.png/dddddd/000000,Puce,Kitchen,Set of magnetic jars for convenient spice organization.
572,Zesty Garlic Marinade,4.49,http://dummyimage.com/169x100.png/5fa2dd/ffffff,Orange,Food - Condiments,"A tangy marinade for meats and veggies, packed with garlic flavor."
573,Organic Honeycrisp Apples,1.99,http://dummyimage.com/136x100.png/cc0000/ffffff,Fuscia,Food - Fruits,"Sweet and crisp apples, perfect for snacking."
574,Chickpea Salad Deluxe,4.29,http://dummyimage.com/169x100.png/dddddd/000000,Red,Food - Produce,"Chickpeas mixed with fresh vegetables and herbs, a nutritious snack or salad."
575,Peach Mango Smoothie Mix,5.99,http://dummyimage.com/142x100.png/dddddd/000000,Puce,Food - Beverages,A blend of peach and mango for a tropical smoothie.
576,Smart Plant Monitor,24.99,http://dummyimage.com/181x100.png/cc0000/ffffff,Pink,Garden,Device that tracks soil moisture and provides care tips.
577,Athletic Jogging Jacket,49.99,http://dummyimage.com/176x100.png/ff4444/ffffff,Crimson,Clothing - Outerwear,Designed for comfort and performance during workouts.
578,Mixed Berry Smoothie Pack,5.99,http://dummyimage.com/179x100.png/ff4444/ffffff,Red,Food - Frozen Food,"Frozen berries blend perfect for smoothies, just add yogurt."
579,Essential Oils Diffuser Necklace,19.99,http://dummyimage.com/229x100.png/5fa2dd/ffffff,Fuscia,Health,Wearable diffuser for scenting your space and body.
580,Water Bottle,18.99,http://dummyimage.com/112x100.png/ff4444/ffffff,Goldenrod,Fitness,Insulated water bottle for keeping drinks cold.
581,Wireless Security Camera,109.99,http://dummyimage.com/211x100.png/cc0000/ffffff,Khaki,Home,1080p wireless security camera with night vision.
582,Harvest Grain Salad,5.49,http://dummyimage.com/129x100.png/cc0000/ffffff,Goldenrod,Food - Salads,"A hearty salad with grains, dried fruits, and nuts."
583,Crispy Potato Tots,3.69,http://dummyimage.com/182x100.png/dddddd/000000,Green,Food - Frozen Foods,"Golden brown potato tots, crispy on the outside and fluffy inside."
584,Caraway Rye Bread,4.79,http://dummyimage.com/217x100.png/cc0000/ffffff,Red,Food - Bakery,Artisan bread with caraway seeds for added flavor.
585,Smart Plant Monitor,24.99,http://dummyimage.com/136x100.png/ff4444/ffffff,Violet,Garden,Device that tracks soil moisture and provides care tips.
586,Whole Wheat Pasta,2.49,http://dummyimage.com/207x100.png/5fa2dd/ffffff,Red,Food - Grains,Nutritious and hearty pasta made from whole wheat flour.
587,Maple Oatmeal,2.99,http://dummyimage.com/214x100.png/cc0000/ffffff,Purple,Food - Breakfast,Delicious maple-flavored oatmeal for a quick breakfast.
588,Digital Voice Recorder,49.99,http://dummyimage.com/235x100.png/5fa2dd/ffffff,Yellow,Electronics,High-quality voice recorder for lectures and meetings.
589,Cinnamon Roll Kit,6.89,http://dummyimage.com/155x100.png/dddddd/000000,Turquoise,Food - Baking,Everything you need to make melt-in-your-mouth cinnamon rolls at home.
590,Spinach and Feta Wraps,4.99,http://dummyimage.com/181x100.png/dddddd/000000,Orange,Food - Prepared Foods,Whole wheat wraps filled with spinach and feta cheese.
591,Induction Cooktop,89.99,http://dummyimage.com/204x100.png/cc0000/ffffff,Pink,Kitchen,Portable induction cooktop for quick heating.
592,Aged White Cheddar Popcorn,2.99,http://dummyimage.com/185x100.png/dddddd/000000,Goldenrod,Food - Snacks,Light and fluffy popcorn coated in aged white cheddar.
593,Chipotle Seasoning Blend,2.49,http://dummyimage.com/244x100.png/ff4444/ffffff,Purple,Food - Spices,A smoky blend of spices for grilling and roasting.
594,Spinach Artichoke Dip,4.99,http://dummyimage.com/135x100.png/ff4444/ffffff,Turquoise,Food - Snacks,"A delicious creamy dip featuring spinach and artichokes, perfect for parties."
595,Silicone Baking Mat,15.99,http://dummyimage.com/157x100.png/5fa2dd/ffffff,Red,Kitchen,Non-stick baking mat for easy cooking and cleanup.
596,Outdoor Mosquito Repellent Lantern,34.99,http://dummyimage.com/166x100.png/5fa2dd/ffffff,Goldenrod,Outdoor,Lantern that repels mosquitoes while providing light.
597,Mini Electric Kettle,29.99,http://dummyimage.com/229x100.png/cc0000/ffffff,Crimson,Kitchen,Quick boiling kettle for small kitchens and dorms.
598,Cookbook,27.99,http://dummyimage.com/134x100.png/cc0000/ffffff,Crimson,Books,Inspiring cookbook with healthy recipes.
599,Buffalo Cauliflower Wings,6.99,http://dummyimage.com/130x100.png/dddddd/000000,Pink,Food - Frozen Foods,Crispy cauliflower bites tossed in spicy buffalo sauce.
600,Almond Flour,5.99,http://dummyimage.com/216x100.png/5fa2dd/ffffff,Khaki,Food - Baking,"Gluten-free almond flour, perfect for baking."
601,Car Sunshade,19.99,http://dummyimage.com/126x100.png/ff4444/ffffff,Aquamarine,Automotive,Windshield sunshade for car interior protection.
602,Over-the-Door Hooks,12.99,http://dummyimage.com/176x100.png/ff4444/ffffff,Green,Home,Convenient hooks that utilize door space for hanging items.
603,Interactive Robot Toy,34.99,http://dummyimage.com/163x100.png/ff4444/ffffff,Indigo,Toys,Fun robot that engages kids with games and activities.
604,Coconut Cream,2.99,http://dummyimage.com/237x100.png/5fa2dd/ffffff,Red,Food - Baking & Cooking,"Rich cream extracted from coconut milk, ideal for desserts."
605,High-Quality Yoga Mat,34.99,http://dummyimage.com/214x100.png/cc0000/ffffff,Red,Fitness,Non-slip mat designed for yoga and fitness exercises.
606,Ribbed Knit Dress,59.99,http://dummyimage.com/198x100.png/dddddd/000000,Khaki,Clothing - Dresses,A fitted ribbed knit dress that hugs your curves perfectly.
607,Almond Flour Cookies,4.99,http://dummyimage.com/151x100.png/cc0000/ffffff,Turquoise,Food - Bakery,Delicious cookies made with almond flour for a gluten-free treat.
608,Almond Butter Granola Bars,4.99,http://dummyimage.com/226x100.png/ff4444/ffffff,Blue,Food - Snacks,"Crunchy granola bars made with almond butter, oats, and honey, perfect for on-the-go snacking."
609,Tailored Dress Pants,79.99,http://dummyimage.com/157x100.png/5fa2dd/ffffff,Crimson,Clothing - Bottoms,"Smart tailored dress pants, perfect for work or formal events."
610,Wireless Game Controller,39.99,http://dummyimage.com/158x100.png/cc0000/ffffff,Teal,Gaming,Ergonomic wireless controller for gaming consoles.
611,Portable Charcoal Grill,89.99,http://dummyimage.com/230x100.png/5fa2dd/ffffff,Mauv,Outdoor,Compact charcoal grill perfect for tailgating.
612,Chili Garlic Sauce,2.49,http://dummyimage.com/145x100.png/ff4444/ffffff,Turquoise,Food - Condiments,"Spicy sauce made with chili peppers and garlic, great for stir-frying."
613,Kettle Corn Popcorn,2.99,http://dummyimage.com/168x100.png/5fa2dd/ffffff,Orange,Food - Snacks,"Sweet and salty kettle corn, perfect for snacking."
614,Salt and Pepper Grinder Set,19.99,http://dummyimage.com/210x100.png/dddddd/000000,Pink,Kitchen,Adjustable grinders for fresh spices at the table.
615,Turmeric Ginger Tea,3.29,http://dummyimage.com/178x100.png/dddddd/000000,Orange,Food - Beverages,A soothing tea blend with turmeric and ginger for wellness.
616,Air Fryer Oven,149.99,http://dummyimage.com/160x100.png/dddddd/000000,Blue,Kitchen,"Versatile air fryer that also roasts, bakes, and broils."
617,Asian Noodle Salad Kit,4.99,http://dummyimage.com/159x100.png/5fa2dd/ffffff,Aquamarine,Food - Salads,A pre-packaged salad kit with noodles and Asian-style dressing.
618,Organic Coconut Yogurt,4.49,http://dummyimage.com/105x100.png/cc0000/ffffff,Purple,Food - Dairy,Dairy-free yogurt made from coconut milk.
619,Roasted Red Pepper Dip,3.29,http://dummyimage.com/121x100.png/ff4444/ffffff,Teal,Food - Snacks,"A blend of roasted red peppers and spices, perfect for dipping."
620,Collapsible Camping Cup,9.99,http://dummyimage.com/188x100.png/cc0000/ffffff,Yellow,Outdoor,Space-saving cup that folds flat for easy storage.
621,Lemon Pepper Seasoning,3.29,http://dummyimage.com/202x100.png/dddddd/000000,Aquamarine,Food - Seasonings,A zesty seasoning for meats and vegetables
622,Portable Camping Stove,49.99,http://dummyimage.com/232x100.png/ff4444/ffffff,Green,Outdoor,Compact camp stove for outdoor cooking.
623,Wall-Mounted Organizer,34.99,http://dummyimage.com/138x100.png/cc0000/ffffff,Green,Home,Practical organizer for keeping your home tidy and clutter-free.
624,Strawberry Banana Smoothie Pack,4.99,http://dummyimage.com/121x100.png/dddddd/000000,Pink,Food - Frozen,Frozen smoothie pack with strawberries and bananas.
625,Portable Projector,199.99,http://dummyimage.com/111x100.png/cc0000/ffffff,Blue,Electronics,Compact projector for movies and presentations on the go.
626,Sliced Strawberries,4.99,http://dummyimage.com/239x100.png/ff4444/ffffff,Pink,Food - Fruits,Fresh sliced strawberries for toppings or snacking
627,Pet Water Fountain,39.99,http://dummyimage.com/221x100.png/ff4444/ffffff,Green,Pets,Automatic water fountain for pets with filtration.
628,Pet Grooming Glove,12.99,http://dummyimage.com/110x100.png/dddddd/000000,Red,Pets,Gentle glove for brushing and massaging your pet.
629,Buffalo Sauce,2.99,http://dummyimage.com/123x100.png/cc0000/ffffff,Pink,Food - Condiments,Spicy buffalo sauce ideal for wings or dipping.
630,Carrot Ginger Soup,4.29,http://dummyimage.com/193x100.png/dddddd/000000,Maroon,Food - Soups,"Smooth soup made from carrots and ginger, great for cold days."
631,Organic Apples,1.89,http://dummyimage.com/202x100.png/dddddd/000000,Goldenrod,Food - Produce,Crisp and delicious organic apples.
632,Mediterranean Couscous,3.59,http://dummyimage.com/120x100.png/dddddd/000000,Teal,Food - Grains,"Flavored couscous with herbs and spices, perfect as a side dish or a base for salads."
633,Portable Bluetooth Speaker,49.99,http://dummyimage.com/159x100.png/dddddd/000000,Goldenrod,Audio,Compact Bluetooth speaker with rich sound quality.
634,Hand Crank Blender,18.99,http://dummyimage.com/143x100.png/5fa2dd/ffffff,Yellow,Kitchen,Manual blender for smoothies and mixing ingredients on the go.
635,Banana Nut Muffins,4.49,http://dummyimage.com/204x100.png/cc0000/ffffff,Crimson,Food - Bakery,"Moist, fluffy muffins packed with bananas and walnuts for a delightful breakfast or snack."
636,Electrolyte Water Bottle,34.99,http://dummyimage.com/107x100.png/dddddd/000000,Pink,Fitness,Water bottle that tracks hydration levels and adds electrolytes.
637,Flavored Popcorn Mix,2.99,http://dummyimage.com/107x100.png/dddddd/000000,Fuscia,Food - Snacks,Popcorn tossed with sweet or savory flavors for a tasty snack.
638,Pizza Stone,29.99,http://dummyimage.com/146x100.png/cc0000/ffffff,Purple,Kitchen,Ceramic pizza stone for homemade pizzas.
639,Basil-infused Olive Oil,6.99,http://dummyimage.com/135x100.png/cc0000/ffffff,Turquoise,Food - Cooking Oil,Extra virgin olive oil infused with fresh basil.
640,Noise-Canceling Earbuds,79.99,http://dummyimage.com/243x100.png/cc0000/ffffff,Puce,Audio,Wireless earbuds designed for immersive sound experience.
641,Stainless Steel Mixing Bowls,29.99,http://dummyimage.com/153x100.png/dddddd/000000,Red,Kitchen,Set of versatile mixing bowls for cooking.
642,Lemon Basil Pasta Sauce,4.99,http://dummyimage.com/224x100.png/ff4444/ffffff,Puce,Food - Sauces,A tangy sauce that combines lemon zest and basil for a refreshing flavor.
643,Graphic Print Leggings,29.99,http://dummyimage.com/174x100.png/ff4444/ffffff,Pink,Clothing - Activewear,"Trendy leggings with a unique graphic print, versatile for workouts and casual wear."
644,Telescope,159.99,http://dummyimage.com/126x100.png/cc0000/ffffff,Goldenrod,Outdoor,Beginner telescope for stargazing and exploring.
645,Camera Lens Cleaning Kit,14.99,http://dummyimage.com/107x100.png/cc0000/ffffff,Red,Photography,Complete cleaning kit for camera lenses.
646,Artisan Bread Loaf,3.99,http://dummyimage.com/174x100.png/cc0000/ffffff,Purple,Food - Bakery,"Fresh artisan bread, perfect for sandwiches"
647,Banana Chips,1.99,http://dummyimage.com/225x100.png/dddddd/000000,Pink,Food - Snacks,"Crunchy and sweet banana chips, a great on-the-go snack."
648,Wireless Charging Pad,19.99,http://dummyimage.com/178x100.png/5fa2dd/ffffff,Indigo,Accessories,Sleek wireless charging pad for smartphones.
649,Buffalo Chicken Wraps,5.99,http://dummyimage.com/140x100.png/5fa2dd/ffffff,Puce,Food - Prepared Meals,Savory wraps with buffalo chicken and fresh vegetables.
650,Harvest Grain Salad,5.49,http://dummyimage.com/201x100.png/dddddd/000000,Orange,Food - Salads,"A hearty salad with grains, dried fruits, and nuts."
651,Desk Organizer Set,29.99,http://dummyimage.com/107x100.png/ff4444/ffffff,Maroon,Office,Stylish desk set to keep your workspace tidy and organized.
652,Non-Stick Grill Mat,19.99,http://dummyimage.com/156x100.png/ff4444/ffffff,Crimson,Outdoor,Reusable mat that prevents food from sticking to the grill.
653,Outdoor Portable Fire Pit,149.99,http://dummyimage.com/178x100.png/5fa2dd/ffffff,Yellow,Outdoor,Compact fire pit for campfires and gatherings.
654,Kale Chips,3.99,http://dummyimage.com/182x100.png/5fa2dd/ffffff,Crimson,Food - Snacks,"Healthy, crunchy kale chips, a nutritious snack."
655,Garlic Herb Grilled Chicken,8.99,http://dummyimage.com/204x100.png/ff4444/ffffff,Blue,Food - Frozen Foods,Marinated grilled chicken breasts seasoned with garlic and herbs.
656,Puzzle Game Set,34.99,http://dummyimage.com/167x100.png/ff4444/ffffff,Aquamarine,Toys,Challenging puzzle game set for family entertainment.
657,Honey Glazed Carrots,3.49,http://dummyimage.com/104x100.png/cc0000/ffffff,Khaki,Food - Produce,"Sweet and savory carrots glazed in honey, perfect as a side dish."
658,Herbal Tea Sampler Box,29.99,http://dummyimage.com/225x100.png/5fa2dd/ffffff,Teal,Food,Assorted collection of herbal teas for relaxation and wellness.
659,Maple Almond Yogurt,1.89,http://dummyimage.com/136x100.png/ff4444/ffffff,Maroon,Food - Dairy,Creamy yogurt made with maple and almond flavors.
660,Board Game Storage,19.99,http://dummyimage.com/222x100.png/dddddd/000000,Khaki,Toys,Organize your board games with this storage bin.
661,Baking Powder,1.79,http://dummyimage.com/171x100.png/dddddd/000000,Yellow,Food - Baking Goods,Essential ingredient for baking fluffy cakes and pastries.
662,Bike Repair Tool Kit,29.99,http://dummyimage.com/166x100.png/cc0000/ffffff,Yellow,Outdoor,Essential tools for bike maintenance and repair.
663,Couscous Mix,2.49,http://dummyimage.com/225x100.png/dddddd/000000,Teal,Food - Grains,"Fluffy couscous that cooks in just minutes, perfect as a side."
664,Digital Food Thermometer,19.99,http://dummyimage.com/141x100.png/5fa2dd/ffffff,Khaki,Kitchen,Instant-read thermometer for accurate cooking temperatures.
665,Garlic Herb Marinade,3.29,http://dummyimage.com/164x100.png/dddddd/000000,Maroon,Food - Marinades,"A savory marinade for meats, perfect for grilling."
666,Hiking Water Bottle with Filter,29.99,http://dummyimage.com/110x100.png/ff4444/ffffff,Blue,Outdoor,8oz water bottle with built-in filter for clean drinking water.
667,Incense Holder,14.99,http://dummyimage.com/158x100.png/5fa2dd/ffffff,Violet,Home,Ceramic incense holder for a calming atmosphere.
668,Organic Vanilla Bean Ice Cream,5.99,http://dummyimage.com/154x100.png/dddddd/000000,Red,Food - Frozen Desserts,"Creamy ice cream made with real vanilla beans, perfect for desserts."
669,Board Game,34.99,http://dummyimage.com/248x100.png/dddddd/000000,Fuscia,Toys,Strategic board game for family game nights.
670,Hand Crank Blender,18.99,http://dummyimage.com/178x100.png/5fa2dd/ffffff,Red,Kitchen,Manual blender for smoothies and mixing ingredients on the go.
671,Wireless Wi-Fi Extender,49.99,http://dummyimage.com/165x100.png/dddddd/000000,Teal,Electronics,Boosts your Wi-Fi coverage for better connectivity.
672,Electric Milk Frother,19.99,http://dummyimage.com/204x100.png/dddddd/000000,Puce,Kitchen,Handheld frother for creating frothed milk for coffee.
673,Sun Protection Clothing,44.99,http://dummyimage.com/239x100.png/cc0000/ffffff,Teal,Clothing,UV-blocking clothing for outdoor activities.
674,Electric Blanket,59.99,http://dummyimage.com/145x100.png/cc0000/ffffff,Red,Home,Extra soft electric blanket with adjustable heat settings.
675,Hydration Backpack,39.99,http://dummyimage.com/182x100.png/dddddd/000000,Blue,Outdoor,Lightweight backpack with an insulated water reservoir for hydration on the go.
676,Wire Shelving Unit,69.99,http://dummyimage.com/226x100.png/cc0000/ffffff,Teal,Home,Adjustable shelving unit for home or garage storage.
677,Cinnamon Raisin Bagels,4.19,http://dummyimage.com/115x100.png/cc0000/ffffff,Blue,Food - Bakery,Soft bagels flavored with cinnamon and raisins.
678,Spicy Salsa Verde,3.49,http://dummyimage.com/123x100.png/dddddd/000000,Khaki,Food - Condiments,"Green salsa with a spicy kick, great for dipping."
679,Homestyle Beef Stew,7.99,http://dummyimage.com/145x100.png/ff4444/ffffff,Orange,Food - Canned Soups,"Hearty beef stew with vegetables, ready to heat and serve."
680,Kids' Educational Tablet,129.99,http://dummyimage.com/137x100.png/ff4444/ffffff,Orange,Electronics,Learning tablet with kid-friendly educational apps.
681,Maple Cinnamon Granola,4.29,http://dummyimage.com/149x100.png/ff4444/ffffff,Violet,Food - Cereals,"Crunchy granola mixed with maple syrup and cinnamon, perfect for breakfast or snacks."
682,Pet Grooming Scissors,16.99,http://dummyimage.com/126x100.png/dddddd/000000,Red,Pets,Quality scissors designed for easy pet grooming.
683,Vegetable Fried Rice Mix,3.99,http://dummyimage.com/113x100.png/5fa2dd/ffffff,Puce,Food - Frozen Food,A quick and easy fried rice mix with colorful veggies and savory seasoning.
684,Kale Salad Kit,4.99,http://dummyimage.com/214x100.png/ff4444/ffffff,Fuscia,Food - Salads,"Ready-to-eat salad with kale, lemon, and cheese."
685,Skincare Set,54.99,http://dummyimage.com/165x100.png/5fa2dd/ffffff,Blue,Beauty,All-natural skincare set for daily use.
686,Heavy-Duty Utility Tote,34.99,http://dummyimage.com/247x100.png/5fa2dd/ffffff,Blue,Accessories,"Large, durable tote bag for shopping and outdoor activities."
687,Incense Holder,14.99,http://dummyimage.com/240x100.png/cc0000/ffffff,Red,Home,Ceramic incense holder for a calming atmosphere.
688,Teriyaki Beef Jerky,5.49,http://dummyimage.com/242x100.png/ff4444/ffffff,Violet,Food - Snacks,Savory and chewy beef jerky with teriyaki flavor.
689,Weighted Blanket for Adults,59.99,http://dummyimage.com/206x100.png/cc0000/ffffff,Green,Health,A calming blanket that provides gentle pressure for relaxation.
690,Non-Stick Baking Sheet,18.99,http://dummyimage.com/207x100.png/5fa2dd/ffffff,Indigo,Kitchen,Durable baking sheet coated for easy food release.
691,Garden Kneeler and Seat,39.99,http://dummyimage.com/203x100.png/dddddd/000000,Aquamarine,Garden,Convertible kneeler and seat for gardening comfort.
692,Garlic Breadsticks,3.49,http://dummyimage.com/249x100.png/dddddd/000000,Yellow,Food - Sides,"Ready-to-bake garlic breadsticks, perfect with pasta dishes."
693,Essential White Button-Up,44.99,http://dummyimage.com/150x100.png/ff4444/ffffff,Green,Clothing - Shirts,A classic white button-up shirt for a polished appearance.
694,Compact Dishwasher,299.99,http://dummyimage.com/226x100.png/ff4444/ffffff,Blue,Home Appliances,Countertop dishwasher for small kitchens.
695,Almond Butter,6.49,http://dummyimage.com/194x100.png/5fa2dd/ffffff,Purple,Food - Condiments,Creamy almond butter made from roasted almonds.
696,Dual Function Electric Skillet,59.99,http://dummyimage.com/165x100.png/ff4444/ffffff,Turquoise,Kitchen,"Skillet that can fry, grill, and sauté with ease."
697,Noise-Canceling Earbuds,79.99,http://dummyimage.com/249x100.png/dddddd/000000,Green,Audio,Wireless earbuds designed for immersive sound experience.
698,Lemon Dill Chicken Skewers,9.99,http://dummyimage.com/218x100.png/ff4444/ffffff,Fuscia,Food - Meat,"Marinated chicken skewers with lemon and dill flavor, grilled to perfection."
699,Essential Oils Diffuser Necklace,19.99,http://dummyimage.com/138x100.png/cc0000/ffffff,Orange,Health,Wearable diffuser for scenting your space and body.
700,Buffalo Cauliflower Wings,6.99,http://dummyimage.com/150x100.png/ff4444/ffffff,Pink,Food - Frozen Foods,Crispy cauliflower bites tossed in spicy buffalo sauce.
701,Car Sunshade,19.99,http://dummyimage.com/161x100.png/cc0000/ffffff,Crimson,Automotive,Windshield sunshade for car interior protection.
702,Chunky Knit Sweater,59.99,http://dummyimage.com/215x100.png/ff4444/ffffff,Green,Clothing - Tops,Cozy oversized sweater perfect for chilly days with a textured knit design.
703,LED Flashlight with Rechargeable Batteries,19.99,http://dummyimage.com/116x100.png/5fa2dd/ffffff,Red,Outdoor,Bright flashlight with rechargeable batteries included.
704,Eco-Friendly Stainless Steel Straws,12.99,http://dummyimage.com/154x100.png/dddddd/000000,Red,Kitchen,Reusable straws that come with a cleaning brush.
705,Tailgating Set,89.99,http://dummyimage.com/141x100.png/cc0000/ffffff,Orange,Outdoor,Complete set for grilling and tailgating fun.
706,Spicy Chicken Wings,9.99,http://dummyimage.com/151x100.png/5fa2dd/ffffff,Teal,Food - Meat,"Wide range of flavored wings, perfect for parties or casual snacking."
707,Sunglasses,29.99,http://dummyimage.com/139x100.png/ff4444/ffffff,Fuscia,Accessories,Polarized sunglasses with UV protection.
708,Gluten-Free Biscuits,3.79,http://dummyimage.com/231x100.png/cc0000/ffffff,Pink,Food - Baking,Fluffy biscuits made without gluten
709,Cranberry Almond Granola,4.29,http://dummyimage.com/187x100.png/5fa2dd/ffffff,Orange,Food - Breakfast,"Crunchy granola with oats, almonds, and dried cranberries."
710,Granola,4.79,http://dummyimage.com/185x100.png/5fa2dd/ffffff,Mauv,Food - Breakfast,Crunchy and flavorful mix of oats and honey.
711,Mediterranean Olives,6.49,http://dummyimage.com/123x100.png/cc0000/ffffff,Aquamarine,Food - Condiments,A mix of brined Mediterranean olives for snacking.
712,Blackberry Compote,5.29,http://dummyimage.com/223x100.png/dddddd/000000,Aquamarine,Food - Condiments,"Sweet blackberry compote, perfect for topping desserts."
713,Travel Jewelry Organizer,19.99,http://dummyimage.com/112x100.png/dddddd/000000,Purple,Accessories,Compact storage for your jewelry while traveling.
714,Kids' Educational Tablet,129.99,http://dummyimage.com/212x100.png/cc0000/ffffff,Crimson,Electronics,Learning tablet with kid-friendly educational apps.
715,Dried Apricots,3.79,http://dummyimage.com/180x100.png/ff4444/ffffff,Mauv,Food - Dried Fruits,"Sweet, chewy dried apricots, great for snacking or baking."
716,Cranberry Orange Juice,2.49,http://dummyimage.com/242x100.png/dddddd/000000,Indigo,Food - Beverages,Refreshing juice blend of cranberries and oranges.
717,3D Night Light,19.99,http://dummyimage.com/112x100.png/5fa2dd/ffffff,Fuscia,Home,Color-changing 3D night light for kids' rooms.
718,Glass Water Bottle,25.99,http://dummyimage.com/247x100.png/5fa2dd/ffffff,Violet,Fitness,Borosilicate glass water bottle with silicone sleeve.
719,Essential Oil Diffuser,34.99,http://dummyimage.com/204x100.png/dddddd/000000,Violet,Health,Ultrasonic diffuser that helps create a calming atmosphere.
720,Stainless Steel Grater,14.99,http://dummyimage.com/124x100.png/dddddd/000000,Violet,Kitchen,Multi-functional grater for cheese and vegetables.
721,Gardening Tool Belt,22.99,http://dummyimage.com/237x100.png/cc0000/ffffff,Fuscia,Garden,Convenient belt with pockets for easy access to tools while gardening.
722,Two-Tier Fruit Basket,29.99,http://dummyimage.com/195x100.png/cc0000/ffffff,Orange,Home,Stylish fruit basket for kitchen or dining room.
723,Sun Protection Clothing,44.99,http://dummyimage.com/174x100.png/cc0000/ffffff,Puce,Clothing,UV-blocking clothing for outdoor activities.
724,Fitness Mat,49.99,http://dummyimage.com/197x100.png/5fa2dd/ffffff,Mauv,Fitness,Thick and durable mat for workouts and yoga.
725,Vegetable Lasagna,6.99,http://dummyimage.com/222x100.png/5fa2dd/ffffff,Blue,Food - Frozen Foods,"Layers of pasta, veggies, and cheese baked to perfection."
726,BBQ Lentil Chips,3.49,http://dummyimage.com/233x100.png/dddddd/000000,Mauv,Food - Snacks,Savory lentil chips with BBQ flavor
